989.420495	0.289795	-0.054337	-1.014282
989.462063	0.289795	-0.072449	-0.996170
989.495811	0.271683	-0.054337	-0.996170
989.520978	0.271683	-0.054337	-0.996170
989.546434	0.271683	-0.036224	-1.014282
989.571127	0.289795	-0.036224	-1.014282
989.597024	0.289795	-0.036224	-0.996170
989.621457	0.307907	0.018112	-0.996170
989.647144	0.380356	0.072449	-0.959946
989.671759	0.344131	0.108673	-0.996170
989.699008	0.326019	0.126785	-0.941833
989.728629	0.271683	0.126785	-0.869385
989.752990	0.235458	0.144897	-0.869385
989.797331	0.326019	0.181122	-0.706375
989.822452	0.307907	0.217346	-0.796936
989.849269	0.307907	0.199234	-0.851273
989.881522	0.289795	0.326019	-0.760712
989.922884	0.398468	0.380356	-0.579590
989.948059	0.380356	0.398468	-0.561478
989.973021	0.434692	0.507141	-0.652039
990.002256	0.489029	0.561478	-0.561478
990.031100	0.561478	0.652039	-0.615814
990.061657	0.579590	0.796936	-0.724487
990.091247	0.579590	0.887497	-0.796936
990.118540	0.525253	0.887497	-0.869385
990.140860	0.652039	0.959946	-0.815048
990.167578	0.778824	1.068619	-0.959946
990.195650	0.869385	1.122955	-1.086731
990.234409	0.978058	1.141068	-1.104843
990.255986	0.978058	1.122955	-1.014282
990.300585	0.923721	0.941833	-0.489029
990.324671	0.887497	0.869385	-0.452805
990.351874	0.778824	0.851273	-0.452805
990.383339	0.724487	0.796936	-0.326019
990.403623	0.742599	0.778824	-0.344131
990.429695	0.688263	0.815048	-0.271683
990.467346	0.561478	0.923721	-0.380356
990.488229	0.416580	0.923721	-0.326019
990.532140	0.398468	0.978058	-0.869385
990.576434	0.344131	0.833160	-0.452805
990.600920	0.307907	0.815048	-0.561478
990.630624	0.362244	0.652039	0.217346
990.652034	0.199234	0.434692	-0.724487
990.679614	0.271683	0.489029	-0.271683
990.719925	0.054337	0.615814	-0.090561
990.741583	0.163010	0.633926	-0.126785
990.769809	0.217346	0.688263	-0.362244
990.790280	-0.090561	0.978058	-0.543365
990.833430	-0.054337	1.086731	-0.434692
990.865945	-0.054337	1.050507	-0.326019
990.887440	0.108673	0.815048	-0.326019
990.931492	0.054337	0.887497	-0.633926
990.953838	0.344131	1.141068	-0.344131
990.981251	0.253571	1.249741	-0.307907
991.012740	0.217346	1.122955	-0.235458
991.053273	0.054337	1.068619	-0.163010
991.081681	0.000000	0.851273	-0.036224
991.103059	0.163010	1.032394	-0.072449
991.130717	-0.036224	1.141068	-0.398468
991.154133	0.054337	0.597702	0.235458
991.178995	0.054337	0.869385	-0.271683
991.214448	-0.018112	1.159180	-0.633926
991.241539	-0.144897	1.159180	-0.507141
991.266912	0.271683	0.796936	-0.380356
991.299858	0.054337	0.706375	-0.144897
991.321748	0.000000	0.760712	0.380356
991.347979	0.072449	0.706375	0.054337
991.379706	0.036224	0.887497	-0.108673
991.417794	0.108673	0.688263	-0.271683
991.439728	-0.199234	2.318359	-0.978058
991.471076	-0.452805	1.630096	-0.362244
991.504882	-0.833160	0.887497	0.036224
991.529395	-0.271683	0.996170	-0.217346
991.554495	-0.181122	1.032394	-0.181122
991.596512	-0.235458	0.978058	-0.199234
991.636613	-0.235458	0.959946	-0.199234
991.680608	-0.217346	1.050507	-0.217346
991.705816	-0.253571	0.978058	-0.217346
991.740868	-0.235458	0.978058	-0.181122
991.781125	-0.235458	0.996170	-0.199234
991.806267	-0.253571	0.959946	-0.217346
991.831471	-0.235458	0.959946	-0.199234
