759.396780	-0.054337	-0.199234	-0.959946
759.496907	-0.072449	-0.199234	-1.032394
759.597023	-0.036224	-0.235458	-1.032394
759.697142	-0.036224	-0.235458	-1.032394
759.797266	-0.144897	-0.126785	-1.086731
759.897410	-0.362244	-0.018112	-1.195404
759.997527	-0.072449	-0.108673	-1.068619
760.097650	-0.181122	-0.090561	-1.068619
760.197759	-0.181122	-0.163010	-0.959946
760.297882	-0.362244	-0.271683	-0.833160
760.398007	0.163010	-0.489029	-1.068619
760.498143	-0.054337	-0.289795	-1.086731
760.598247	0.144897	-0.380356	-0.923721
760.698331	0.253571	-0.452805	-0.905609
760.798504	0.380356	-0.670151	-0.815048
760.898630	0.217346	-0.652039	-0.597702
760.998762	0.253571	-0.796936	-0.489029
761.098869	0.235458	-0.923721	-0.181122
761.198996	-0.036224	-0.959946	0.018112
761.299109	-0.199234	-0.796936	0.108673
761.399237	-0.126785	-0.941833	0.090561
761.499368	-0.072449	-1.068619	-0.307907
761.599502	0.054337	-1.068619	-0.036224
761.699618	0.036224	-0.887497	-0.108673
761.799676	-0.144897	-0.941833	-0.144897
761.899805	0.018112	-0.887497	-0.054337
762.000018	-0.036224	-1.014282	-0.036224
762.100086	0.036224	-0.923721	0.126785
762.200197	0.018112	-0.760712	0.090561
762.300404	-0.144897	-0.978058	0.090561
762.400511	-0.036224	-1.014282	0.108673
762.500712	-0.054337	-0.887497	0.054337
762.600749	-0.253571	-1.086731	0.072449
762.700830	-0.253571	-0.978058	0.163010
762.800934	-0.235458	-1.068619	-0.217346
762.901119	-0.126785	-1.195404	0.108673
763.001261	-0.217346	-0.851273	0.054337
763.101293	-0.072449	-0.959946	0.163010
763.201506	-0.072449	-0.887497	0.253571
763.301498	-0.090561	-0.851273	0.199234
763.401736	-0.362244	-1.485199	-0.108673
763.501845	-0.235458	-0.978058	-0.271683
763.603356	-0.163010	-1.068619	-0.362244
763.702032	-0.271683	-0.760712	-0.235458
763.802136	-0.235458	-0.561478	-0.235458
763.902271	-0.307907	-0.778824	0.108673
764.002393	-0.525253	-1.249741	-0.126785
764.102475	-0.217346	-0.851273	-0.163010
764.202581	0.018112	-0.978058	-0.380356
764.302748	-0.036224	-0.652039	-0.163010
764.402889	-0.217346	-0.670151	0.036224
764.503004	-0.344131	-0.887497	0.072449
764.603124	-0.760712	-1.611984	-0.271683
764.703226	-0.380356	-0.996170	-0.380356
764.803353	-0.253571	-0.869385	-0.289795
764.903411	-0.307907	-0.489029	-0.036224
765.003529	-0.416580	-0.760712	0.126785
765.103691	-0.724487	-1.394638	-0.054337
765.203815	-0.072449	-0.579590	-0.163010
765.303956	0.054337	-0.905609	-0.434692
765.404057	-0.144897	-0.652039	-0.144897
765.504180	-0.163010	-0.579590	0.235458
765.604333	-0.416580	-0.996170	-0.036224
765.704443	-0.615814	-1.195404	-0.380356
765.804559	-0.561478	-1.521423	-0.470917
765.904683	-0.307907	-0.543365	-0.199234
766.004815	-0.289795	-0.543365	-0.090561
766.104870	-0.398468	-0.869385	-0.036224
766.205044	-0.597702	-1.122955	0.199234
766.305156	-0.090561	-0.670151	-0.181122
766.405298	-0.163010	-0.742599	-0.470917
766.505419	-0.163010	-0.561478	-0.163010
766.605552	-0.235458	-0.489029	0.108673
766.705662	-0.543365	-0.996170	-0.072449
766.805793	-0.543365	-1.340302	-0.344131
766.905919	-0.434692	-1.177292	-0.398468
767.006021	-0.362244	-0.652039	-0.181122
767.106155	-0.307907	-0.525253	-0.072449
767.206273	-0.380356	-0.833160	0.054337
767.306399	-0.851273	-1.521423	-0.054337
767.406517	-0.144897	-0.507141	-0.126785
767.507830	-0.108673	-0.633926	-0.362244
767.606747	-0.199234	-0.579590	-0.163010
767.706889	-0.199234	-0.688263	0.144897
767.806970	-0.307907	-1.213516	-0.163010
767.907103	-0.326019	-1.032394	-0.416580
768.007243	-0.597702	-1.141068	-0.452805
768.107296	-0.398468	-0.597702	-0.163010
768.207488	-0.344131	-0.525253	-0.072449
768.307591	-0.416580	-0.815048	-0.018112
768.407728	-0.815048	-1.448975	0.000000
768.507875	-0.072449	-0.525253	-0.144897
768.608001	-0.181122	-0.615814	-0.253571
768.708115	-0.326019	-0.670151	0.670151
768.808214	-0.199234	-0.724487	0.144897
768.908349	-0.398468	-1.521423	0.362244
769.008473	-0.217346	-0.905609	-0.470917
769.108597	-0.507141	-1.014282	-0.307907
769.208722	-0.108673	-0.543365	-0.144897
769.308834	-0.362244	-0.633926	-0.072449
769.408963	-0.470917	-1.068619	0.072449
769.509101	-0.724487	-1.720657	0.036224
769.609172	-0.181122	-1.159180	-0.307907
769.709333	-0.108673	-0.633926	-0.199234
769.809441	-0.398468	-0.742599	1.485199
769.909525	-0.217346	-0.851273	0.054337
770.009708	-0.815048	-1.412750	0.289795
770.109833	-0.344131	-0.905609	-0.452805
770.209971	-0.344131	-0.869385	-0.289795
770.310097	-0.253571	-0.398468	-0.108673
770.410188	-0.398468	-0.706375	0.090561
770.510378	-0.688263	-1.340302	-0.036224
770.610475	-0.144897	-0.796936	-0.199234
770.710538	0.036224	-1.122955	-0.652039
770.810748	-0.126785	-0.525253	-0.144897
770.910857	-0.380356	-0.489029	0.507141
771.010975	-0.416580	-0.996170	-0.144897
771.111058	-0.652039	-1.213516	-0.253571
771.211229	-0.561478	-1.249741	-0.416580
771.311320	-0.289795	-0.507141	-0.144897
771.411460	-0.307907	-0.633926	-0.090561
771.511583	-0.452805	-0.815048	0.018112
771.611731	-0.760712	-1.304077	0.144897
771.711799	-0.090561	-0.652039	-0.144897
771.811901	-0.199234	-0.670151	-0.344131
771.912035	-0.253571	-0.525253	-0.072449
772.012159	-0.217346	-0.652039	0.181122
772.112290	-0.452805	-1.358414	0.144897
772.212496	-0.217346	-1.068619	-0.561478
772.312524	-0.507141	-1.086731	-0.344131
772.412641	-0.271683	-0.416580	-0.072449
772.512776	-0.380356	-0.633926	0.036224
772.612909	-0.489029	-1.032394	0.108673
772.713032	-0.579590	-1.611984	-0.072449
772.813143	-0.289795	-1.448975	-0.289795
772.913264	-0.144897	-0.597702	-0.217346
773.013390	-0.271683	-0.652039	-0.344131
773.113502	-0.271683	-0.815048	0.144897
773.213639	-0.633926	-1.448975	0.307907
773.313758	-0.235458	-0.959946	-0.344131
773.413890	-0.489029	-0.959946	-0.380356
773.513997	-0.307907	-0.344131	-0.126785
773.614140	-0.362244	-0.688263	-0.018112
773.714238	-0.543365	-1.086731	0.054337
773.814354	-0.489029	-1.557648	-0.036224
773.914495	-0.271683	-1.412750	-0.452805
774.014623	-0.235458	-0.597702	-0.271683
774.114755	-0.344131	-0.742599	0.851273
774.214870	-0.380356	-0.851273	0.090561
774.314965	-0.796936	-1.485199	0.344131
774.415113	-0.344131	-0.905609	-0.452805
774.515217	-0.398468	-0.760712	-0.253571
774.615342	-0.271683	-0.434692	-0.090561
774.715482	-0.434692	-0.742599	0.054337
774.815601	-0.706375	-1.322189	-0.036224
774.915719	-0.163010	-0.887497	-0.199234
775.015830	0.054337	-1.322189	-0.688263
775.115963	-0.199234	-0.525253	-0.144897
775.216098	-0.362244	-0.452805	0.217346
775.316163	-0.525253	-1.050507	-0.108673
775.416331	-0.579590	-1.177292	-0.362244
775.516397	-0.489029	-1.358414	-0.452805
775.616583	-0.307907	-0.507141	-0.126785
775.716714	-0.326019	-0.543365	-0.018112
775.816870	-0.507141	-0.815048	0.054337
775.916989	-0.941833	-1.430862	-0.036224
776.017123	-0.126785	-0.796936	-0.144897
776.117254	-0.181122	-0.652039	-0.362244
776.217368	-0.181122	-0.489029	-0.144897
776.317490	-0.253571	-0.706375	0.181122
776.417613	-0.525253	-1.448975	0.126785
776.517734	-0.235458	-0.869385	-0.452805
776.617858	-0.452805	-0.941833	-0.326019
776.717972	-0.289795	-0.416580	-0.054337
776.818105	-0.416580	-0.615814	-0.018112
776.918209	-0.525253	-1.267853	0.072449
777.018301	-0.452805	-1.593872	0.072449
777.118492	-0.307907	-1.593872	-0.416580
777.218607	-0.199234	-0.688263	-0.235458
777.318717	-0.217346	-0.525253	-0.253571
777.418843	-0.289795	-0.833160	-0.018112
777.518969	-0.760712	-1.304077	0.470917
777.619094	-0.289795	-0.869385	-0.470917
777.719224	-0.326019	-0.905609	-0.271683
777.819350	-0.235458	-0.380356	-0.036224
777.919457	-0.489029	-0.742599	0.072449
778.019582	-0.724487	-1.304077	-0.036224
778.119700	-0.181122	-0.941833	-0.181122
778.219783	0.054337	-1.231628	-0.525253
778.319985	-0.181122	-0.579590	-0.144897
778.420040	-0.181122	-0.561478	0.108673
778.520210	-0.470917	-0.887497	-0.054337
778.620370	-0.851273	-1.213516	-0.235458
778.720414	-0.525253	-1.358414	-0.416580
778.820584	-0.362244	-0.652039	-0.199234
778.920670	-0.307907	-0.434692	-0.090561
779.020850	-0.489029	-0.706375	0.072449
779.120937	-0.778824	-1.322189	0.072449
779.221074	-0.144897	-0.706375	-0.126785
779.321088	-0.163010	-0.670151	-0.307907
779.421343	-0.181122	-0.561478	-0.163010
779.521440	-0.199234	-0.652039	0.054337
779.622481	-0.543365	-1.141068	-0.108673
779.721605	-0.380356	-1.159180	-0.289795
779.821772	-0.434692	-1.122955	-0.398468
779.921874	-0.307907	-0.597702	-0.181122
780.021958	-0.289795	-0.543365	-0.054337
780.122143	-0.507141	-0.833160	0.054337
780.222260	-0.796936	-1.141068	0.036224
780.322379	-0.126785	-0.525253	-0.163010
780.423054	-0.163010	-0.724487	-0.217346
780.522559	-0.199234	-0.579590	-0.181122
780.622745	-0.181122	-0.724487	0.054337
780.722864	-0.507141	-1.141068	-0.054337
780.822992	-0.416580	-1.104843	-0.344131
780.923100	-0.652039	-1.104843	-0.452805
781.023244	-0.235458	-0.507141	-0.126785
781.123369	-0.362244	-0.543365	-0.090561
781.223488	-0.434692	-0.833160	-0.036224
781.323559	-0.923721	-1.485199	-0.108673
781.423748	-0.253571	-1.050507	-0.271683
781.523831	-0.217346	-0.760712	-0.344131
781.623983	-0.181122	-0.561478	0.724487
781.724669	-0.307907	-0.778824	0.144897
781.824241	-0.398468	-1.267853	0.090561
781.924367	-0.181122	-0.869385	-0.434692
782.024498	-0.561478	-0.905609	-0.380356
782.124547	-0.235458	-0.434692	-0.054337
782.224731	-0.398468	-0.724487	-0.018112
782.324851	-0.543365	-1.032394	0.018112
782.424973	-0.452805	-1.485199	-0.090561
782.525091	-0.307907	-1.448975	-0.470917
782.625162	-0.235458	-0.670151	-0.199234
782.725321	-0.217346	-0.597702	-0.217346
782.825456	-0.344131	-0.724487	0.072449
782.925557	-0.543365	-1.412750	0.289795
783.025670	-0.199234	-0.833160	-0.434692
783.125793	-0.452805	-1.014282	-0.416580
783.225922	-0.235458	-0.452805	-0.036224
783.326040	-0.416580	-0.652039	0.036224
783.426172	-0.489029	-1.032394	0.054337
783.526760	-0.760712	-1.774994	-0.018112
783.626391	-0.362244	-1.448975	-0.326019
783.726504	-0.289795	-0.688263	-0.217346
